Completion_Time,Feedback_Rating,Attendance,Performance_Score
2.55,2.62,90.83,66.18
5.71,2.73,0,71.05
5.61,2.85,64.95,58.18
2.49,3.6,51.05,80.15
6.68,5,99.9,75.09
1.49,3.67,0.07,75.41
1.78,4.14,96.82,93.35
4.27,1.51,89.31,62.18
4.47,3.24,89.79,59.19
4.53,3.43,33.87,68.79
1.22,5,3.17,95.35
6.7,4.37,33.21,67.27
1.58,2.57,6.77,92.23
2.05,2.9,97.97,88.71
1,1.33,4.84,78.96
4.39,2.909313072,64.81,83.02
6.79,3.08,62.26,48.18
4.59,3.78,99.43,79.34
6.23,4.73,53.33,51.78
1,1.43,9.78,95.61
4.25,2.37,67.77,63.81
4.2,2.86,70.94,91.01
4.06,4.09,61.52,75.94
1.35,2.75,23.58,90.15
4.62,1.8,62.76976795,37.47
3.65,3.09,97.6,72.42
5.67,4.67,84.95,73.5
3.9,4.78,87.75,78.91
1.76,2.62,87.88,99.13
5.31,1,53.03,40.82
1.86,1,60.16,57.4
6.27,1.89,74.56,50.16
4.75,1.92,0,41.49
1.97,3.9,39.35,98.84
6.75,1,89.07,47.14
3.95,1.89,22.68,61.64
1.85,1,83.02,68.64
4.71,2.09,27.1,56.53
3.958567264,2.909313072,53.15,62.13
3.958567264,1.8,70.41,38.38
5.48,3.94,92.05,57.99
7,2.37,57.25,42.2
4.02,5,77.73,90.62
3.89,1,62.76976795,63.87
5.79,1.18,25.93,55.47
2.16,4,37.43,100
4.17,3.97,95.57,85.2
4.59,5,75.61,89.76
1.3,4,57.87,89.4
3.67,4.56,4.82,68.98
5.72,3.59,79.61,64.39
5.66,3.04,51.35,32.13
1.2,3.56,54.53,67.68
1.36,5,2.36,90.73
2.11,2.82,56.81,68.53
6.38,2.81,62.97,65.37
1.59,5,72.71,88.6
5.56,1.01,30.43,45.46
3.958567264,4,94.53,100
4.46,2.64,47.69,68.82
3.05,1.8,70.11,66.49
5.61,2.46,76.35,68.87
2.03,2.47,54.49,70.38
5.33,4.8,73.16,70.1
2.19,3.99,91.1,84.07
5.5,4.13,59.71,51.96
3.958567264,2.909313072,54.56,60.82
2.14,3.14,66.47,77.37
6.09,3.36,69.44,54.72
4.96,3.04,39.74,50.31
1.6,5,9.63,89.16
3.08,1,62.54,44.9
1.99,2.45,62.76976795,90.91
5.22,4.04,69.3,50.76
5.17,5,81.63,67.56
1.36,3.69,76.82,94.87
4.32,3.21,77.45,49.56
5.43,3.07,62.43,56.53
6.61,3.86,76.08,67.79
4.11,2.03,51.18,74.17
6.89,2.1,71.59,54.83
3.75,2.909313072,78.63,74.77
3.46,3.03,59.1,74.82
5.59,5,62.83,66.96
3.73,3.05,60.98,76.29
3.83,3.22,53.53,58.39
4.35,5,67.39,84.66
5.71,3.54,98.95,62.12
5.66,2.7,67.69,40.6
3.59,3.25,73.03,65.63
2.87,2.31,47.05,61.32
4.07,1,82.42,57.72
4.94,1.13,97.49,59.5
2.92,2.01,92.88,63.04
5.61,3.55,89.7,75.2
3.92,1,97.58,56.29
3.4,3.41,61.54,54.51
1.23,1,44,65.77
2.38,1,94.36,60.87
6.58,3.67,2.38,47.12
2.62,3.09,98.87,79.97
2.5,4.66,55.02,90.85
3.99,3.5,38.13,83.81
2.73,3.5,98.87,94.65
1.54,1.8,8.74,65.47
2.93,1.86,86.98,64.45
4.63,1.8,51.52,40.57
4.08,2.909313072,84.74,79.96
2.86,2.88,0,58.6
3.43,2.909313072,69.14,72.47
6.83,1.8,51.06,38.36
3.05,3.57,51.4,51.51
2.2,3.96,62.76976795,96.2
2.95,5,7.85,83.84
4.15,4.15,4.31,77.32
5.7,1.29,52.73,53.03
2.63,5,90.24,90.8
5.7,3.38,90.49,70.24
1.31,4,3.59,98.58
3.53,3.73,65.08,60.17
6.04,4.18,62.76976795,70.78
3.1,4.56,76.27,76.78
4.01,3.37,97.83,63.88
2.1,4,74.05,86.38
5.4,5,83.85,86.66
1.75,1.98,75.49,78.9
6.28,4.16,97.15,58.74
2.57,3.69,69.93,72.87
6.51,4,61.49,68.6
2.93,3.38,66.33,73.2
5.56,1.98,24.22,48.25
2.62,2.17,74.9,79.53
6.35,1,67.71,33.25
2.07,3.91,77.21,90.98
2.18,3.11,24.25,64.77
4.29,2.69,50.27,62.21
1.24,2.19,64.03,86.33
2.43,1,80.25,56.78
6.36,2.43,6.9,46.21
3.958567264,3.39,91.33,53.16
3.19,1.8,67.07,70.94
6.6,3.95,14.57,48.42
3.91,4.79,87.03,90.3
2.48,4,53.73,76.72
5.38,3.54,5.72,72.52
5.01,4,56.24,76.48
6.98,3.96,72.43,47.08
2.6,1.19,60.56,59.8
5.47,1,64.35,53.02
1.74,5,82.39,94.58
1.54,3.52,1.92,80.7
1,2.74,0,77.53
7,1,70.62,48.75
5.41,1.03,58.45,52.93
5.52,4.71,28.2,57.97
3.79,3.55,0,74.65
2.52,2.32,52.89,57.94
2.05,5,80.93,97.85
2.59,1.77,63.25,72.87
2.93,4.79,9.28,82.87
5.93,2.72,69.36,78.71
4.61,5,90.81,85.41
1.82,1,40.28,62.23
1,1.8,8.46,59.87
1.17,1.91,75.06,79.05
3.07,2.53,82.31,74.05
6.38,3.36,79.98,65.15
4.54,2.78,64.61,82.97
6.18,2.25,52.84,33.13
4.29,1,36.27,62.63
3.49,1.57,61.93,55.57
1.88,4.38,87.96,99.91
6.35,5,93.64,75.72
5.97,1,64.07,53.96
2.46,1.22,54.76,58.88
4.17,2.14,62.67,74.29
3.57,2.79,55.2,66.55
4.41,2.22,44.56,59.83
6.76,3.55,76.91,67.84
4.31,3.9,98.68,94.19
4.65,3.03,69.97,64.03
1.41,4.86,40.05,78.63
1.56,1.99,58.34,67.41
1.63,3.14,29.64,75.4
1.19,4.36,9.11,74.7
5.39,3.81,88.11,53.48
5.55,1.07,53.05,37.07
1.7,1,99.87,75.78
6.5,2.59,76.13,42.73
2.1,3.97,77.21,85.09
2.97,3.21,67.88,79.07
3.958567264,1.43,84.51,86.08
3.73,1.55,73.57,68.28
2.23,3.48,66.45,65.68
4.24,5,63.26,78.41
3.1,2.7,96.28,78.9
6.88,4.75,64.55,64.65
1,1,71.82,77.4
1.97,2.6,67.52,80.97
1.29,1,54.31,53.81
4.89,1.61,59.3,63.87
1.51,2.41,59.48,95.13
6.14,3.77,84.68,80.24
3.86,5,34.5,83.64
4.5,1.13,89.1,63.28
4.42,4.1,85.45,69.25
2.01,3.6,59.6,71.89
2.68,3.06,53.88,84.06
2.69,1,87.15,63.46
4.59,5,81.65,83.23
2.44,4,80,93.63
1.33,1.8,86.98,80.84
6.67,1,52.84,39.9
1.43,3.16,8.21,74.05
5.56,3.54,63.63,63.98
5.72,3.85,78.59,57.2
2.91,5,62.12,89.33
1.98,3.48,91.94,93.1
2.1,3.38,74.03,87.11
5.55,2.24,62.76976795,63.96
4.75,1,89.7,48.73
5.91,5,94.77,82.88
6.85,1.51,4.89,62.6
4.95,5,9.94,79.76
2.41,3.95,62.76976795,79.89
2.83,4.64,80.93,82.47
5.84,1.02,80.47,44.91
2.44,1.53,56.94,83.41
1.66,3.86,62.44,84.4
5.15,2.11,61.98,67.11
3.78,3.88,38.42,83.91
6.71,2.909313072,87.54,48.36
5.06,5,44.4,85.75
1.26,3.98,81.69,98.89
6.6,1,72.63,40.06
2.48,2.909313072,80.52,91.74
3.25,1.96,91.11,66.29
3.53,4.56,4.28,73.24
1,2.15,47.16,73.09
3.79,3.87,89.37,89.45
1.71,1,4.8,60.66
3.65,2.79,66.16,64.3
3.34,4.31,50.68,65.41
5.63,2.1,89.86,55.62
5.44,2.58,66.4,66.44
1.71,2.32,67.87,64.96
2.95,2.87,66.8,74.69
3.52,3.92,74.94,90.53
1.59,4,85.12,94.2
5.75,3.44,62.76976795,80.22
5.41,2.24,62.76976795,57.95
2.6,3.1,6.74,73.49
3.958567264,4.67,1.86,70.86
2.08,1,64.85,57.92
4.99,4,20.06,79.25
1.98,1.38,32.08,72.71
7,4.41,83.86,75.36
6.04,1.8,82.41,46.36
3.79,2.29,52.95,72.53
4.42,1.41,90.89,60.7
6.39,1,78.3,41.82
3.958567264,3.68,92.39,76.18
2.21,2.92,98.73,71.7
3.55,3.66,97.86,87
6.43,3.02,92.8,67.31
4.83,1.8,50.55,39.04
4.76,4.53,94.29,82.45
6.68,4.41,53.75,48.33
6.09,5,92.56,68.74
6.24,2.8,64.01,50.12
1.79,4.22,80.5,86.95
3.94,3.81,27.41,55.23
5.34,1.8,88.56,52.95
5.33,2.17,55.59,57.55
4.31,3.56,70.53,62.16
2.08,2.36,90.87,78.37
5.65,4.49,84.77,66.54
5.28,2.76,50.3,59.87
1.22,1.8,40.07,58.4
4.05,2.15,52.1,59.4
3.958567264,1.65,83.67,79.67
2.86,1,72.87,64.13
1,1.74,0,77.8
3.33,1.8,22.35,52.33
4.26,5,67.76,87.9
4.75,4.75,98.83,77.77
5.45,2.15,61.2,44.14
6.42,1,78.08,40.22
2.4,3.68,70.02,85.69
1.26,2.56,64.08,78.16
6.22,4.95,93.37,75.91
1.53,5,67.04,91.41
7,5,9.02,63
5.95,1,77.45,48.39
4.35,3.93,63.92,72.54
7,4,63.6,64.67
1.5,3.12,76.93,85.56
2.78,1.73,62.76976795,76.01
4.92,3.15,90.54,62.08
2.8,4.13,53.45,63.36
3.958567264,2.94,54.73,61.52
1.32,4,67.11,92.67
3.97,1.52,21.47,66.03
4.81,3.96,73.79,79.28
4.64,2.49,69.98,52.02
2.17,1.8,86.09,64.55
3.25,3.93,62.76976795,75.69
6.23,1,51.31,45.43
2.24,3.34,14.04,81.7
6.12,1,96.78,55.56
4,3.17,8.01,74.87
5.55,4.03,73.71,66.69
5.14,1,71.08,54.03
2.72,1.8,64.03,61.85
3.96,3.39,94.75,78.17
3.958567264,3.97,66.61,74.39
4.03,1.49,78.93,71.73
7,1,62,29.52
4.03,1.8,89.87,57.23
1.44,1.28,88.71,71.86
3.4,1,2.85,59.37
3.958567264,5,84.08,65.39
3.23,5,53.85,86.45
5.77,1.83,78.13,47.47
5.99,2.909313072,80.03,55.01
3.09,3.54,78.72,60.81
1.16,3.63,15.73,91.61
3.958567264,2.01,83.51,64.29
3.19,2.62,73.49,75.39
5.9,3.46,71.92,52.16
3.6,3.32,93,84.1
4.29,2.34,8.72,53.05
5.31,1,62.57,50.97
3.05,2.909313072,62.76976795,75.42
3.65,3.16,51.77,62.03
2.82,1.97,33.08,58.53
2.8,3.2,99.42,62.07
4.06,3.27,0,55.17
6.29,2.46,83.19,53.5
3.58,5,55.91,72.52
4.12,4.46,80.09,87.34
4.66,1,99.22,52.83
2.3,2.77,0,65.22
2.55,1.57,92.4,63.53
6.31,3.81,99.88,60.26
4.92,4.32,79.43,57.77
4.63,3.72,65.47,68.86
4.97,1,8.84,51.78
1,1.38,9.98,90.44
4.99,5,58.57,77.77
4.34,5,72.63,87.43
4.26,4,65.96,78.13
2.76,5,64.17,82.58
1.91,2.62,62.76976795,100
2.33,3.54,71.08,63.81
6.45,2.909313072,45.71,35.59
3.56,1,80.18,57
3.71,5,33.52,74.15
1.46,4,61.49,99.17
1.2,1,2.59,68.99
5.29,4.35,70.46,64.09
4.47,3.79,64.75,70.65
4.16,5,52.7,82.5
2.04,5,76.04,78.94
3.958567264,2.909313072,90.83,78.94
1.82,3.98,92.57,76.65
2.07,2.2,61.77,65.6
3.54,2.17,79.98,69.51
2.87,3.33,92.79,75.88
2.18,1.81,3.99,52.47
5.07,4.73,96.61,77.96
5.18,4.81,95.15,74.33
5.57,5,62.76976795,64.16
3.66,1.38,62.95,56.36
1.9,3.89,59.02,73.54
2.33,2.24,59.8,66.31
7,1.86,95.39,37.95
4.69,3.05,96.56,70.2
5.35,1.8,52.59,40.25
1,1,7.24,64.05
4.36,3.82,78.21,75.82
1.21,1,9.08,61.32
4.64,5,81.58,88.17
6.83,2.86,97.37,64.61
6.83,5,19.01,67.63
4,2.03,56.02,42.45
3.39,2.33,51.67,67.93
6.33,1.4,68.19,43.04
5.41,4,66.88,70.09
3.958567264,3.24,71.54,75.56
3.67,2.909313072,36.06,58.1
2.27,4,87.89,95.57
4.19,1.5,43.21,59.35
3.71,1.87,66.53,45.26
4.99,1,91.34,69.52
3.38,5,92.49,82.46
2.34,2.82,61.64,64.65
3.62,1,65.73,57.99
5.73,1,51.86,41.57
4.62,4.95,53.97,55.15
2.99,3.83,66.29,79.28
6.83,3.45,72.42,55.07
6.14,1,59.35,50.99
1.89,1,59,56.23
1.35,1,2.36,71.88
5.18,1.8,87.73,51.21
5.95,2.73,66.98,60.74
3.958567264,2.92,98.96,58.57
6.52,4.6,53.7,68.94
4.64,1,60.83,40.08
4.33,4.2,50.24,73.62
1,3.91,9.08,86.62
2.26,4.66,66.38,69.41
4.06,5,60.28,75.47
4.99,1,64.02,45.8
4.42,1.8,71.46,46.86
3.958567264,3.49,20.99,59.78
2.27,1,48.52,74.89
4.75,2.67,55.38,38.38
1.8,2.81,76.47,77.3
3.57,3.84,92.09,65.4
5.92,4.27,71.16,68.35
4.83,1,86.99,52.12
3.958567264,1,83.58,54.31
3.13,4.53,25.98,71.15
3.8,1.84,41.99,63.44
2.5,4.7,46.76,89.19
3.87,1,81.89,53.27
3.958567264,4,77.14,77.25
5.48,4.13,73.65,64.44
5.85,3.18,72.16,62.82
2.37,1.72,74.91,68.75
6.12,1,71.72,51.79
1.06,4,77.07,93.02
6.73,4,94.4,81.53
3.22,2.75,81.64,60.9
2.73,1,59.54,63.33
3.85,1,79.87,70.53
6.88,5,82.15,75.6
1.63,3.89,3.09,74.9
3.33,4.41,51.34,67.76
6.28,4.63,99.98,70.3
3.11,5,51.68,73.89
2.54,2.26,69.76,76.22
3.8,2.909313072,62.76976795,58.41
3.33,2.87,54.85,79.92
6.5,4.25,89.68,68.09
5.64,2.909313072,71.3,62.94
4.36,3.98,90.06,65.07
7,4.48,6.8,61.05
4.15,1.83,62.82,56.79
1.36,1.78,29.36,65.37
2.69,4.66,80.81,81.45
3.97,3.89,61.75,79.66
1.67,4.53,72.61,79.52
6.63,1.88,35.97,44.85
5.72,4.19,5.12,74.31
3.03,1,55.84,61.75
4.06,4.99,74.33,70.75
5.04,1.96,70.42,56.06
6.38,1.86,0,58.22
6.12,4.02,27.81,63.92
3.87,1.04,51.42,54.12
5.74,1.2,93.85,57.45
4.76,4.44,80.39,76.16
4.46,2.78,55.1,79.3
1.43,3.62,76.08,82.96
2.12,4.53,79.98,84.63
4.31,1.57,85.04,61.1
2.33,4.18,95.4,72.44
1,2.82,9.76,61.08
5.63,3.23,66.55,43.78
1.43,3.57,2.81,89.17
4.65,2.909313072,97.92,58.78
3.88,3.75,99.04,93.51
7,3.31,81.91,69.35
3.958567264,4.23,59.68,77.54
1.65,5,62.76976795,88.75
4.46,1.63,64.2,68.69
5.81,3.39,71.7,71.57
6.69,2.909313072,0,37.14
3.21,1,96.69,52.82
2.66,2.909313072,55.23,80.45
6.1,1.8,86.48,44.17
2.27,4,25.72,98.72
4.79,3.5,54.39,62.01
3.52,4.81,1.7,78.42
1.39,2.78,9.53,65.83
3.958567264,5,80.22,80.42
3,1.8,34.35,55.51
4.85,5,50.21,64.07
6.78,2.909313072,98.79,44.82
2.19,5,67.48,76.07
3.958567264,1.7,62.91,40.95
3.958567264,1.8,61.12,57.02
4.22,4.53,57.94,57.98
1.68,2.48,99.96,71.8
6.53,2.92,62.76976795,62.98
5.23,3.55,70.28,50.77
5.32,2.17,93.57,60.29
5.52,1.27,82.09,60.68
4.58,1.14,68.43,55.92
6.59,2.31,94.92,55.77
5.78,2.26,87.49,75.38
6.47,1,61.4,40.01
4.1,1,9.48,50.9
1.97,3.91,96.12,79.3
4.31,2.5,74.82,68.52
2.1,2.17,86.68,81.92
4.54,1.49,62.76976795,71.02
4.36,3.96,84.52,80.71
5.04,1.96,55.12,39.84
1,4.33,0,75.27
2.05,1.53,79.75,76.21
4.38,5,62.76976795,65.89
6.88,3.87,58.62,80.84
3.42,3.84,35.62,72.59
3.81,5,72.86,88.33
5.35,1.21,85.08,52.23
4.28,1,76.21,43.41
2.61,1,69.11,60.18
3.52,2.38,53.83,63.6
1.83,1.27,79.82,69.31
6.74,2.99,62.76976795,43.52
2.04,1.73,84.29,75.97
2.89,1.35,69.07,62.19
1,1.29,7.09,59.38
2.67,1.98,90.82,73.95
5.8,5,97.09,86.07
1.89,3.01,69.41,70.01
1.79,1.86,58.92,89.05
3.958567264,3.25,70.54,72.19
1,1,5.32,75
1.39,1.76,61.92,72.07
5.51,2.28,2.21,43.52
5.97,2.909313072,76.52,61.86
6.5,1,60.73,46.56
6.19,1,66.99,43.04
5.48,2.27,13.65,53.2
1,5,51.36,86.19
5.27,4.36,53.76,56.65
5.73,2.5,62.76976795,57.2
5.32,2.76,83.47,58.05
4.21,3.49,57.08,81.71
2.53,2.19,47.01,79.81
5.78,3.72,62.76976795,62.94
5.01,2.7,98.56,83.67
6.53,3.68,95.56,65.11
2.38,1.8,64.17,55.29
2.54,1.51,51.37,59.32
2.36,2.15,82.77,85.3
3.958567264,5,80.14,78.29
2.05,3.98,51.37,70.79
1,1.22,56.13,74.51
7,3.33,57.02,60.3
1.41,1,4.78,81.86
6.13,1.72,95.33,66.47
3.28,2.23,21.33,53.9
3.958567264,5,69.23,73.27
4.09,5,52.16,69.18
6.14,5,62.76976795,56.95
6.61,3.07,87.65,46.81
1,3.24,2.23,71.68
1.02,1.64,74.95,76.7
2.56,5,54.79,78.09
5.44,2.53,69.07,65.93
6.74,2.33,67.97,60.46
3.27,5,61.48,65.3
4.25,4.05,65.99,69.74
2.21,2.71,87.34,58.24
6.18,4.4,1.01,62.57
7,2.03,95.61,72.58
2.97,2.909313072,69.41,70.99
4.15,3.41,75.73,69.28
1.22,3.87,73.37,81.96
3.92,3.97,75.29,95.42
3.57,1.02,88.47,56.18
1.98,4.56,91.57,79.75
3.19,1,56.65,48.28
3.24,1.44,62.76976795,65.85
4.34,3.33,62.76976795,58.7
4.09,1,4.53,44.28
3.958567264,2.85,7.06,92.29
5.59,4,83.9,77.48
5.68,1.34,28.94,57.28
3.6,3.36,93.41,86.75
1.02,4.74,86.71,85.27
5.41,3.26,51.08,61.64
6.36,5,84.34,64.03
2.71,2.909313072,59.62,48.24
2.94,4.85,46.62,78.82
2.53,1.99,0,87.59
4.17,3.84,93.64,71.49
2.12,4,72.8,89.26
3.63,5,90.42,93.44
3.958567264,3.9,89.15,62
3.93,3.23,70.73,72.64
3.41,5,7.41,95.02
3.2,1.2,85.02,67.24
3.9,2.1,23.54,51.28
1,1,1.91,73.01
1.24,3.58,60.52,100
6.58,5,35.29,66.41
1.34,1.22,65.64,68.15
5.47,4,24.32,75.45
6.04,1.92,70.88,68.46
2.13,4,62.76976795,84.33
2.75,1.8,88.16,56.31
4.13,2.82,72.82,69.51
6.16,1.79,86.82,65.08
6.76,4.77,57.79,50.71
5.93,5,63.48,68.06
1.37,5,54.99,86.36
3.958567264,1.5,93.26,66.56
3.958567264,4,64.81,76.63
4.22,1,62.76976795,62.35
1.49,1.88,5.53,73.53
2.44,1.8,73.8,69.27
5.36,1,55.31,44.25
3.958567264,3.32,94.65,69.44
2.42,2.22,59.86,79.19
3.66,2.61,86.85,79.99
5.84,4.35,86.44,55.29
3.958567264,3.41,14.94,63.43
2.65,2.01,31.65,50.32
1.75,2.52,74.6,67.56
2.21,4.31,71,75.22
6.66,2.57,95.93,70.12
3.958567264,3.9,67.99,74.37
4.69,1.61,96.85,73.95
4.11,5,72.97,72.13
2.75,2.74,98.22,82.82
5.66,2.909313072,20.12,78.82
4.47,1,91.47,62.71
1.46,4.01,55.24,76.76
1.74,1.41,79.31,86.83
3.74,2.99,57.14,76.68
6.2,3.4,64.88,40.17
2.96,2.09,81.18,80.33
5.91,1.38,86.31,49.67
5.77,3.9,51.96,49.63
2.78,2.73,76.55,66.98
1.57,1.8,2.53,62.43
1.24,1.29,53.94,77.62
5.33,2.14,75.03,54.51
2.65,1.8,85.69,71.87
3.5,2.1,52.66,61.54
3.63,1,3.08,55.13
5.35,5,24.73,77.51
2.1,2.32,58.03,84.92
3.38,4.06,34.44,82.49
4.25,3.49,91.66,70.7
3.958567264,5,25.22,79.21
5.52,3.73,70.19,55.31
1.68,2.3,59.97,71.87
5.4,1,93.8,61.92
4.86,4.73,85.25,70.69
4.73,2.909313072,51.27,64.2
5.35,3.69,7.21,47.05
3.71,1,64.56,48.7
1.95,5,1.96,78.41
4.88,4.56,62.76976795,67.85
3.87,1,83.19,54.98
5.27,1.58,62.76976795,65.84
3.04,3.86,97.6,77.85
6.42,5,82.94,74.65
5.02,2.1,50.28,39.71
1.39,2.19,67.95,75.29
4.05,4,75.66,84.93
5.9,4.39,74.96,68.85
5.49,3.76,80.17,56.75
3.56,2.38,98.03,90.85
6.85,2.77,2.3,56.47
2.54,4.59,18.82,65.54
2.96,5,8.06,81.14
6.39,4.59,91.66,75.35
6.5,3.23,91.22,50.38
5.39,1,63.77,44.2
6.59,1,86.53,48.49
1.95,2.72,83.6,63.36
6.63,2.68,3.71,40.94
2.45,3.38,62.76976795,66.71
2.28,4.56,94.43,100
2.17,5,83.89,90.13
3.2,3.85,24.37,65.8
2.81,4.86,85.24,78.81
2.84,2.909313072,62.76976795,56.66
2.23,1,94.34,73.42
2.32,1.8,61.14,45.8
4.73,3.02,64.96,80.21
3.29,1.38,57.67,51.9
2.76,5,62.76976795,91.14
5.46,2.57,82.86,68.85
6.26,3.52,22.62,41.39
5.53,1.43,73.75,44.78
3.958567264,2.51,1.12,79.48
5.63,2.909313072,9.61,82.86
1.7,2.87,74.85,90.29
1.45,1,56.42,62.58
2.99,3.15,50.37,64.93
5.8,1.24,56.25,45.84
2.58,4.8,0,99.27
1.15,3,88.2,98.9
2.06,3.26,98.36,92.71
5.75,2.909313072,51.79,44.42
4.86,4.27,84.01,65.96
2.64,2.17,52.21,64.76
4.04,1,89.1,50.52
4.5,1.58,69.05,62.09
5.05,3.72,54.79,71.86
2.55,2.909313072,78.4,78.05
6.19,2.909313072,64.01,38.41
3.27,5,82.98,90.5
5.35,1,82.91,52.22
1,1,9.56,71.25
2.98,1.99,62.76976795,71.39
2.68,4.91,69.33,75.6
3.93,2.18,14.22,65.32
1.93,4.57,90.23,86.92
5.65,3.67,78.92,65.51
2.71,2.07,51.86,60.09
4.73,5,92.15,81.09
5.75,2.5,52.57,40.27
4.83,2.13,58.54,69.72
5.04,1.66,55.1,57.1
5.06,3.53,53.9,59.04
3.55,4.53,51.28,67.41
6.3,5,12.75,54.03
3.12,2.92,72.12,52.13
4.79,5,62.64,73.12
5.62,1.8,28.25,36.21
2.99,3.19,82.94,62.33
3.05,4.11,1.5,69.87
4.24,3.76,50.95,71.52
5.94,1,70.92,35.73
6.34,3.68,65.52,68.2
4.34,4,3.58,79.11
5.16,2.42,0,63.14
6.13,1.92,83.45,55.8
1.81,4.77,80.82,93.61
2.48,2.11,96.86,77.65
5.36,4.57,47.79,60.37
5.75,4,73.63,70.18
5.8,4,62.76976795,68.51
3.61,3.71,87.77,91.03
1.63,2.85,57.04,68.61
3.47,1.73,74.56,63.2
2.18,2.99,71.07,67.7
2.6,1.77,82.92,72.33
5.62,2.06,95.88,60.15
1.92,4.1,65.06,80.31
6.23,3.28,58.39,58.72
3.92,4.85,63.09,74.01
4.59,2.94,90.58,76.34
1.57,4,75.91,88.43
2.72,1.8,72.65,52.2
1.76,1,85.53,66.04
6.69,4.96,80.1,69.67
6.08,1.13,59.6,69.77
3.67,4.91,56.87,77.98
1.95,2.01,73.3,53.27
6.27,1.82,77.14,45.27
3.38,5,1.56,82.49
1.73,5,80.63,96.78
4.14,4,82.35,82.17
7,3.8,98.57,56.96
1.18,4.78,0.29,84.11
2.04,2.33,69.01,91.69
6.27,2.95,84.57,62.72
1.8,1.07,82.97,79.39
1.77,4,50.69,91.77
4.67,2.909313072,44.6,71.84
5.94,2.64,87.15,74.84
4.23,2.909313072,74.95,59.15
6.58,4.7,52.36,55.06
4.79,4.17,72.54,72.05
1.91,1.8,99.17,75.57
6.59,3.18,64.64,62.55
3.84,3.33,54.61,56.32
2.92,2.23,62.76976795,81.5
3.92,4.25,17.64,69.44
3.958567264,1.8,67.45,56.9
1.54,2.69,23.87,78.73
1.44,3.53,2,89.88
3.62,2.54,68.86,71.09
5.97,2.909313072,81.57,52.9
4.04,3.6,88.95,88.29
7,2.08,55.97,54.59
2.43,2.02,68.77,67.91
3.958567264,2.85,78.39,56.97
2.46,5,72.48,92.76
1.75,1,93.54,67.04
2.35,4.71,93.94,77.07
5.96,4.01,67.19,72.42
6.75,1,54.59,33.51
6.41,1.11,58.38,45.36
2,1,68.35,60.61
5.88,4.84,78.21,71.94
2.52,3.06,82.84,73.46
1.84,4.22,66.57,93.93
3.958567264,3.58,51.88,78.63
3.958567264,4.39,71,74.65
2,1.9,82.6,86.77
3.9,3,36.91,68.25
2.77,3.34,78.98,72.52
5.84,2.909313072,77.09,69.73
3.958567264,5,8.46,94.07
7,1.67,67.52,44.94
1.24,2.06,38.67,74.16
3.07,1,79.93,65.18
4.24,1,76.22,65.92
3.63,2.89,62.76976795,54.71
2.96,3.79,52.02,62.62
5.61,2.78,78.18,57.12
6.5,1.35,56.08,51.02
6.72,1.45,65.76,45.28
5.78,3.25,83.08,69.15
5.86,3.51,57.87,67.28
4.71,4,65.44,83.82
5.83,2.33,85.15,60.79
3.12,2.77,82.54,53.42
2.92,2.88,54.55,80.61
2.63,5,78.86,80.5
3.65,1.34,57.36,57.09
2.88,2.39,62.61,59.95
6.59,1,72.96,38
2.42,1.8,55.47,54.13
3.958567264,1.8,99.68,63.8
3.92,5,58.27,73.11
1.02,2.16,89.07,82.46
1.36,2.8,54.12,94.14
2.59,5,60.38,96.28
3.7,3.97,0,76.11
3.51,2.53,93.7,91.34
6.27,4,97.88,84.51
3.958567264,3.56,58.64,48.88
3.99,3.8,73.97,88.8
2.8,3.69,53,77.47
2.8,1,49,55.48
5.54,1.73,40.59,69.7
1.36,4.55,0,81.01
1.16,3.62,2.42,100
5.52,2.29,51.86,50.73
4.15,4.14,51.62,75.61
1.79,2.65,62.76976795,49.4
1.92,2.13,55.22,70.09
6.69,2.05,53.94,28.18
6.46,2.09,62.56,48.88
5.01,3.27,86.1,78.73
3.43,1.63,35.47,48.48
4.43,2.91,75.56,65.27
7,3.42,95.76,49.9
6.37,1.8,52.48,33.25
2.73,2.84,90.55,76.85
5.73,1.12,25.05,36.43
2.62,4.95,56.34,78.81
2.43,1.8,55.97,47.44
5.45,2.23,99.71,53.07
3.72,4,59.01,69.85
6.12,2.37,94.84,65.88
1.1,1,99.55,65.68
4.1,4.89,69.19,64.94
6.14,2.35,81.55,73.26
6.38,1.89,88.95,73.05
2.39,1,69.63,64.06
3.958567264,1.37,58.09,74.76
4.7,4.49,71.69,70.91
1.84,1.95,88.59,67.57
6.94,4,63.16,73.77
6.18,5,61.53,71.4
1.76,2.4,58.75,83.24
2.09,3.3,96.03,100
1.82,2.98,52.2,79.88
6.75,2.53,4.44,59.3
2.43,3.51,52.32,77.17
3.46,4.03,91.9,85.55
3.92,3.45,95.27,77.07
4.48,3.91,64.87,59.41
1.03,1.5,30.81,70.62
2.25,3.59,74.03,95.33
6.25,1,64.92,37.22
6.34,3.6,70.86,60.93
5.49,3.82,52.68,77.27
3.958567264,3.62,4.14,82.59
2.82,4,67.85,90.51
4.98,2.75,89.13,76.45
2.66,1,54.42,57.53
6.88,4,66.31,64.57
4.39,1.94,83.22,54.05
1.62,3.58,88.27,81.55
6.62,3.05,79.62,44.99
7,1,61.97,44.19
1.34,1.73,50.01,65.42
4,1.52,90.14,65.1
2.49,4.33,91.13,79.54
3.958567264,5,84.88,88.91
